ICAO,TIPO,NOME,MUNICIPIO,UF,LATD,LONGT,DIST,APROXIMCAO,SUPERFICIE,COMPRIMENTO,LARGURA,ORIENTACAO
SDZO,Privado,Waromada,Uiramutã,RR,4.5775,-60.44361111111111,21.100751233628074,VFR Diurna,Terra,505,18,10.0
SJWP,Privado,Warpol,São Desidério,BA,-12.619444444444445,-45.92361111111111,2.87171590476049,VFR Diurna,Terra,1700,30,90.0
SNYS,Privado,WD Agroindustrial,João Pinheiro,MG,-18.222777777777775,-45.995555555555555,5.913962266649832,VFR Diurna,Asfalto,1450,23,50.0
SJNF,Privado,Wilimon,Uiramutã,RR,4.635,-60.17611111111111,21.00220454330955,VFR Diurna,Terra,550,20,20.0
SNWR,Privado,Wilma Rebelo,Portel,PA,-2.636388888888889,-51.82638888888889,10.80490390065868,VFR Diurna,Asfalto,950,20,170.0
SINZ,Privado,Xanadu,Fernandes Pinheiro,PR,-25.438055555555557,-50.52777777777778,12.561648328111078,VFR Diurna,Terra,760,30,140.0
SJNG,Privado,Xidea,Alto Alegre,RR,2.6069444444444447,-63.86944444444445,21.715661109504346,VFR Diurna,Grama,800,30,10.0
SJPO,Privado,Xingó,Piranhas,AL,-9.587777777777779,-37.77833333333333,11.50912666560493,VFR Diurna,Terra,935,28,160.0
SWSX,Privado,Xinguara,Xinguara,PA,-7.0905555555555555,-49.97638888888889,6.031327199979278,VFR Diurna,Piçarra,950,23,130.0
SSZD,Privado,Zirondi,Porto Velho,RO,-8.774166666666668,-63.73388888888889,15.549136247397264,VFR Diurna/Noturna,Asfalto,1400,20,40.0
SJZO,Privado,Zi Viol,Campo Grande,MS,-20.971666666666664,-54.07055555555556,9.573053778287013,VFR Diurna,Terra,700,18,110.0
SBAA,Publico,CONCEIÇÃO DO ARAGUAIA,CONCEIÇÃO DO ARAGUAIA,PA,-8.348611111111111,-49.30305555555555,4.6818337028335,VFR Diurno/Noturno e IFR Diurno,Asfalto,1800,30,80.0
SBAE,Publico,BAURU/AREALVA,BAURU E AREALVA,SP,-22.157777777777778,-49.068333333333335,9.16263589830668,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2010,45,170.0
SBAQ,Publico,BARTOLOMEU DE GUSMÃO,ARARAQUARA,SP,-21.804444444444446,-48.140277777777776,8.826935598069648,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1800,30,170.0
SBAR,Publico,SANTA MARIA,ARACAJU,SE,-10.985277777777776,-37.07333333333334,11.86891388223148,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2200,45,110.0
SBAT,Publico,PILOTO OSVALDO MARQUES DIAS,ALTA FLORESTA,MT,-9.866388888888888,-56.105000000000004,7.976323939991343,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2500,30,40.0
SBAU,Publico,ESTADUAL DARIO GUARITA,ARAÇATUBA,SP,-21.144166666666667,-50.42638888888889,8.310900964737758,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2120,35,50.0
SBAX,Publico,ROMEU ZEMA,ARAXÁ,MG,-19.560555555555556,-46.96555555555556,6.804183194963029,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1900,30,150.0
SBBE,Publico,INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO,BELÉM,PA,-1.3847222222222222,-48.47888888888889,11.618925231446779,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2800,45,60.0
SBBG,Publico,COMANDANTE GUSTAVO KRAEMER,BAGÉ,RS,-31.390833333333333,-54.109722222222224,19.150336396652104,VFR Diurno/Noturno e IFR Diurno/Noturno,Concreto,1500,30,60.0
SBBH,Publico,PAMPULHA - CARLOS DRUMMOND DE ANDRADE,BELO HORIZONTE,MG,-19.851944444444445,-43.95055555555556,8.37712286067475,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2364,45,130.0
SBBI,Publico,BACACHERI,CURITIBA,PR,-25.403333333333332,-49.23361111111111,12.411994724464051,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1390,31,180.0
SBBP,Publico,ESTADUAL ARTHUR SIQUEIRA,BRAGANÇA PAULISTA,SP,-22.979166666666664,-46.5375,10.22584097329462,VFR Diurno/Noturno,Asfalto,1200,30,160.0
SBBR,Publico,PRESIDENTE JUSCELINO KUBITSCHEK,BRASÍLIA,DF,-15.871111111111112,-47.91861111111111,2.9946856349989637,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,3200,45,110.0
SBBU,Publico,BAURU,BAURU,SP,-22.34361111111111,-49.053888888888885,9.347922843975207,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1501,35,140.0
SBBV,Publico,ATLAS BRASIL CANTANHEDE,BOA VISTA,RR,2.841388888888889,-60.69222222222222,19.826471815354886,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2700,45,80.0
SBBW,Publico,BARRA DO GARÇAS,BARRA DO GARÇAS,MT,-15.860833333333334,-52.38944444444444,4.613539362304264,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1598,30,70.0
SBCA,Publico,CORONEL ADALBERTO MENDES DA SILVA,CASCAVEL,PR,-25.002222222222223,-53.50194444444445,12.901342430030823,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1615,30,150.0
SBCB,Publico,CABO FRIO,CABO FRIO,RJ,-22.92138888888889,-42.07166666666667,11.970865755199679,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2550,45,100.0
SBCD,Publico,CARLOS ALBERTO DA COSTA NEVES,CAÇADOR,SC,-26.789722222222224,-50.939722222222215,13.959374394565621,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1625,30,20.0
SBCF,Publico,TANCREDO NEVES,CONFINS,MG,-19.624444444444446,-43.971944444444446,8.179523293672341,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,3000,45,160.0
SBCG,Publico,CAMPO GRANDE,CAMPO GRANDE,MS,-20.46944444444444,-54.67027777777778,9.518712001294091,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2600,45,60.0
SBCH,Publico,SERAFIN ENOSS BERTASO,CHAPECÓ,SC,-27.133888888888887,-52.661944444444444,14.659947021803955,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2063,45,110.0
SBCI,Publico,BRIGADEIRO LYSIAS AUGUSTO RODRIGUES,CAROLINA,MA,-7.320555555555555,-47.45861111111111,5.828878967299983,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1800,45,110.0
SBCJ,Publico,CARAJÁS,PARAUAPEBAS,PA,-6.115277777777777,-50.00138888888889,6.993977314292598,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2000,45,100.0
SSIM,Publico,FORQUILHINHA/CRICIÚMA,FORQUILHINHA,SC,-28.724444444444444,-49.421388888888885,15.737930631788528,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1491,30,90.0
SBCN,Publico,NELSON RODRIGUES GUIMARÃES,CALDAS NOVAS,GO,-17.72472222222222,-48.61,4.727430599930629,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2100,30,90.0
SBCP,Publico,BARTOLOMEU LISANDRO,CAMPOS DOS GOYTACAZES,RJ,-21.70111111111111,-41.30777777777777,11.462726336335894,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1544,45,70.0
SBCR,Publico,CORUMBÁ,CORUMBÁ,MS,-19.011944444444445,-57.671388888888885,10.741424493721532,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1500,45,90.0
SBCT,Publico,AFONSO PENA,CURITIBA,PR,-25.531666666666666,-49.17611111111111,12.538245318983527,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2218,45,150.0
SSCV,Publico,CARAVELAS,CARAVELAS,BA,-17.650555555555552,-39.254444444444445,10.591197501046464,VFR Diurno,Asfalto,1530,45,60.0
SBCX,Publico,HUGO CANTERGIANI,CAXIAS DO SUL,RS,-29.195555555555554,-51.189722222222215,16.37531909264068,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1670,30,150.0
SBCY,Publico,MARECHAL RONDON,VÁRZEA GRANDE,MT,-15.65,-56.1175,7.810778210268165,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2300,45,170.0
SSCL,Publico,CASSILÂNDIA,CASSILÂNDIA,MS,-19.146944444444443,-51.67638888888889,6.799413384737184,VFR Diurno,Asfalto,1081,18,130.0
SBDB,Publico,BONITO,BONITO,MS,-21.247222222222224,-56.4525,11.271090481081059,VFR Diurno/Noturno,Asfalto,2000,30,180.0
SBDN,Publico,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,SP,-22.178333333333335,-51.41888888888889,9.55292704480971,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2100,35,120.0
SBDO,Publico,DOURADOS,DOURADOS,MS,-22.200555555555553,-54.925555555555555,11.06982776417027,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1950,30,60.0
SBEG,Publico,EDUARDO GOMES,MANAUS,AM,-3.041111111111111,-60.050555555555555,15.047604511788906,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2700,45,110.0
SBEK,Publico,JACAREACANGA,JACAREACANGA,PA,-6.235277777777778,-57.77583333333333,11.263503041754143,VFR Diurno e IFR Diurno,Asfalto,1600,30,80.0
SBFI,Publico,CATARATAS,FOZ DO IGUAÇU,PR,-25.60027777777778,-54.485,13.83575892667838,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2195,45,140.0
SBFL,Publico,HERCÍLIO LUZ,FLORIANÓPOLIS,SC,-27.67027777777778,-48.552499999999995,14.671890005284274,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2400,45,140.0
SBFN,Publico,FERNANDO DE NORONHA,FERNANDO DE NORONHA,PE,-3.854722222222222,-32.42833333333333,18.726616754693325,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1845,45,120.0
SBFZ,Publico,PINTO MARTINS,FORTALEZA,CE,-3.7758333333333334,-38.532222222222224,13.78032454340626,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2545,45,130.0
SBGL,Publico,AEROPORTO INTERNACIONAL DO RIO DE JANEIRO/GALEÃO – ANTONIO CARLOS JOBIM,RIO DE JANEIRO,RJ,-22.810000000000002,-43.25055555555556,11.256125753353537,VFR Diurno/Noturno e IFR Diurno/Noturno,Concreto,4000,45,100.0
SBGM,Publico,GUAJARÁ-MIRIM,GUAJARÁ-MIRIM,RO,-10.788333333333334,-65.28166666666667,16.659129795867354,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1795,45,170.0
SBGO,Publico,SANTA GENOVEVA/GOIÂNIA,GOIÂNIA,GO,-16.6325,-49.221111111111114,3.6604040056485436,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2500,45,140.0
SBGR,Publico,GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO,GUARULHOS,SP,-23.435555555555556,-46.473055555555554,10.685353224575715,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,3700,45,900.0
SSGG,Publico,TANCREDO THOMAS DE FARIA,GUARAPUAVA,PR,-25.388055555555557,-51.52166666666667,12.689979901165144,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1620,30,80.0
SBGV,Publico,CORONEL ALTINO MACHADO,GOVERNADOR VALADARES,MG,-18.896944444444443,-41.986111111111114,8.988609583114304,VFR Diurno/Noturno,Asfalto,1701,30,70.0
SBGW,Publico,GUARATINGUETÁ,GUARATINGUETÁ,SP,-22.791666666666668,-45.20444444444445,10.420648853639788,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1551,30,20.0
SBHT,Publico,ALTAMIRA,ALTAMIRA,PA,-3.2508333333333335,-52.25222222222222,10.352396934979971,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2003,30,70.0
SBIC,Publico,ITACOATIARA,ITACOATIARA,AM,-3.126388888888889,-58.48166666666667,13.849356151745871,VFR Diurno e IFR Diurno,Asfalto,1515,30,140.0
SBIH,Publico,ITAITUBA,ITAITUBA,PA,-4.242222222222222,-56.00083333333333,11.357095680647525,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1605,30,50.0
SBIL,Publico,BAHIA - JORGE AMADO,ILHÉUS,BA,-14.815000000000001,-39.03333333333333,9.904388056703851,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1577,45,110.0
SBIP,Publico,USIMINAS,SANTANA DO PARAÍSO,MG,-19.470555555555553,-42.488055555555555,9.01836543951382,VFR Diurno e IFR Diurno/Noturno,Asfalto,2005,45,50.0
SBIZ,Publico,PREFEITO RENATO MOREIRA,IMPERATRIZ,MA,-5.530555555555556,-47.458333333333336,7.583737189083389,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1798,45,70.0
SBJC,Publico,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,BELÉM,PA,-1.4149999999999998,-48.45888888888889,11.589176636994399,VFR Diurno,Asfalto,1106,30,160.0
SBJD,Publico,COMANDANTE ROLIM ADOLFO AMARO,JUNDIAÍ,SP,-23.18166666666667,-46.94361111111111,10.344178676171827,VFR Diurno/Noturno,Asfalto,1400,30,180.0
SBJF,Publico,FRANCISCO DE ASSIS,JUIZ DE FORA,MG,-21.793055555555558,-43.385555555555555,10.310677377282015,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1535,30,20.0
SBJI,Publico,JI-PARANÁ,JI-PARANÁ,RO,-10.870555555555557,-61.84666666666667,13.248914851907173,VFR Diurno/Noturno,Asfalto,1800,45,30.0
SBJP,Publico,PRESIDENTE CASTRO PINTO,JOÃO PESSOA,PB,-7.148333333333333,-34.95027777777778,15.007555599669141,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2515,45,160.0
SBJR,Publico,JACAREPAGUÁ/RJ - Roberto Marinho,RIO DE JANEIRO,RJ,-22.9875,-43.37,11.353860852150694,VFR Diurno/Noturno,Asfalto,900,30,30.0
SBJU,Publico,ORLANDO BEZERRA DE MENEZES,JUAZEIRO DO NORTE,CE,-7.219166666666667,-39.269444444444446,11.12108762180999,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1940,45,130.0
SBJV,Publico,LAURO CARNEIRO DE LOYOLA,JOINVILLE,SC,-26.223055555555554,-48.797777777777775,13.223084732022512,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1640,45,150.0
SBKG,Publico,PRESIDENTE JOÃO SUASSUNA,CAMPINA GRANDE,PB,-7.269166666666667,-35.894999999999996,14.092837744558212,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1600,42,150.0
SBKP,Publico,VIRACOPOS,CAMPINAS,SP,-23.006944444444443,-47.13444444444444,10.139722831000173,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,3240,45,150.0
SBLE,Publico,HORÁCIO DE MATTOS,LENÇÓIS,BA,-12.482222222222223,-41.276944444444446,7.5109237371845605,VFR Diurno/Noturno,Asfalto,2082,30,140.0
SBLJ,Publico,LAGES,LAGES,SC,-27.78222222222222,-50.281666666666666,14.859314585076646,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1532,30,170.0
SBLO,Publico,GOVERNADOR JOSÉ RICHA,LONDRINA,PR,-23.330277777777777,-51.13666666666666,10.597912533945562,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2100,45,130.0
SBLP,Publico,BOM JESUS DA LAPA,BOM JESUS DA LAPA,BA,-13.261388888888888,-43.4075,5.3688667706728035,VFR Diurno/Noturno e IFR Diurno,Asfalto,1211,30,180.0
SBMA,Publico,JOÃO CORREA DA ROCHA,MARABÁ,PA,-5.368055555555555,-49.13805555555555,7.640814151323256,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2000,45,70.0
SBMD,Publico,MONTE DOURADO,ALMEIRIM,PA,-0.8897222222222222,-52.602222222222224,12.702155526344026,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1800,30,80.0
SBME,Publico,MACAÉ,MACAÉ,RJ,-22.342777777777776,-41.763888888888886,11.677888914789904,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1200,30,60.0
SBMG,Publico,SÍLVIO NAME JÚNIOR,MARINGÁ,PR,-23.479444444444443,-52.01222222222222,10.969537857287747,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2100,45,100.0
SBMK,Publico,MÁRIO RIBEIRO,MONTES CLAROS,MG,-16.70611111111111,-43.82194444444445,6.182112369470925,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2100,45,120.0
SBML,Publico,FRANK MILOYE MILENKOVICH,MARÍLIA,SP,-22.195555555555554,-49.926944444444445,9.268050626903129,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1700,35,30.0
SBMO,Publico,ZUMBI DOS PALMARES,MACEIÓ,AL,-9.517222222222223,-35.78361111111111,13.445297967053007,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2602,45,120.0
SBMQ,Publico,ALBERTO ALCOLUMBRE,MACAPÁ,AP,0.050833333333333335,-51.07027777777778,13.252000926251956,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1800,45,80.0
SBMS,Publico,DIX-SEPT ROSADO,MOSSORÓ,RN,-5.195833333333334,-37.361666666666665,13.822267788085849,VFR Diurno e IFR Diurno/Noturno,Asfalto,2000,30,50.0
SBMT,Publico,CAMPO DE MARTE,SÃO PAULO,SP,-23.506666666666668,-46.63388888888889,10.721614389794889,VFR Diurno/Noturno,Asfalto,1600,45,120.0
SBMY,Publico,MANICORÉ,MANICORÉ,AM,-5.816944444444444,-61.28388888888889,14.428918955959738,VFR Diurno,Asfalto,1265,30,50.0
SBNF,Publico,MINISTRO VICTOR KONDER,NAVEGANTES,SC,-26.878611111111113,-48.65083333333333,13.87912270526856,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1701,45,70.0
SBNM,Publico,SANTO ÂNGELO,SANTO ÂNGELO,RS,-28.281666666666666,-54.16833333333333,16.207138516372616,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1625,30,120.0
SBOI,Publico,OIAPOQUE,OIAPOQUE,AP,3.861388888888889,-51.79611111111111,17.130784679025528,VFR Diurno e IFR Diurno,Asfalto,1200,30,30.0
SBPA,Publico,SALGADO FILHO,PORTO ALEGRE,RS,-29.99388888888889,-51.17111111111111,17.16268027249248,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2280,45,110.0
SBPB,Publico,AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO,PARNAÍBA,PI,-2.8938888888888887,-41.73027777777778,12.316296957940438,VFR Diurno/Noturno,Asfalto,2500,45,100.0
SBPC,Publico,EMBAIXADOR WALTHER MOREIRA SALLES,POÇOS DE CALDAS,MG,-21.837777777777777,-46.566111111111105,9.108426992842983,VFR Diurno e IFR Diurno,Asfalto,1515,30,90.0
SBPF,Publico,LAURO KURTZ,PASSO FUNDO,RS,-28.24527777777778,-52.328611111111115,15.655101646483438,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1700,30,80.0
SBPJ,Publico,BRIGADEIRO LYSIAS RODRIGUES,PALMAS,TO,-10.29,-48.35777777777778,2.74117258860033,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2500,45,140.0
SBPK,Publico,PELOTAS,PELOTAS,RS,-31.71611111111111,-52.33111111111111,19.051885142135824,VFR Diurno/Noturno e IFR Diurno/Noturno,Concreto,1980,42,60.0
SBPL,Publico,SENADOR NILO COELHO,PETROLINA,PE,-9.3675,-40.56361111111111,8.974401085625665,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,3250,45,130.0
SDPE,Publico,PORTO NACIONAL,PORTO NACIONAL,TO,-10.716944444444444,-48.400277777777774,2.3127985626418126,VFR Diurno/Noturno,Asfalto,1700,30,50.0
SBPP,Publico,PONTA PORÃ,PONTA PORÃ,MS,-22.549722222222226,-55.7025,11.80070975711228,VFR Diurno e IFR Diurno/Noturno,Asfalto,2000,45,40.0
SBPR,Publico,CARLOS PRATES,BELO HORIZONTE,MG,-19.909166666666664,-43.98916666666667,8.40196116325759,VFR Diurno,Asfalto,868,18,90.0
SBPS,Publico,PORTO SEGURO,PORTO SEGURO,BA,-16.438055555555557,-39.07777777777778,10.283938817788867,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2000,45,100.0
SBPV,Publico,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,RO,-8.71361111111111,-63.90277777777778,15.728130625678151,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2400,45,180.0
SBRB,Publico,PLÁCIDO DE CASTRO,RIO BRANCO,AC,-9.868333333333334,-67.89805555555556,19.382720279866057,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2158,45,60.0
SBRD,Publico,RONDONÓPOLIS - MAESTRO MARINHO FRANCO (*SWRD),RONDONÓPOLIS,MT,-16.588055555555556,-54.72166666666667,6.949566805266658,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1850,30,20.0
SBRF,Publico,GUARARAPES - GILBERTO FREYRE,RECIFE,PE,-8.12638888888889,-34.922777777777775,14.679838164433244,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,3007,45,180.0
SBRJ,Publico,SANTOS DUMONT,RIO DE JANEIRO,RJ,-22.91,-43.1625,11.386490075962831,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1323,42,200.0
SBRP,Publico,LEITE LOPES,RIBEIRÃO PRETO,SP,-21.136388888888888,-47.776666666666664,8.196800306360139,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2100,45,180.0
SBSG,Publico,GOVERNADOR ALUIZIO ALVES,SÃO GONÇALO DO AMARANTE,RN,-5.768888888888889,-35.36638888888889,15.229765550366682,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,3000,60,120.0
SBSJ,Publico,PROFESSOR URBANO ERNESTO STUMPF,SÃO JOSÉ DOS CAMPOS,SP,-23.228888888888886,-45.87111111111111,10.631731970443855,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2676,45,150.0
SBSL,Publico,MARECHAL CUNHA MACHADO,SÃO LUÍS,MA,-2.5869444444444447,-44.236111111111114,11.357282881916632,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2385,45,60.0
SBSM,Publico,SANTA MARIA,SANTA MARIA,RS,-29.710833333333333,-53.69222222222222,17.420683749479604,VFR Diurno/Noturno e IFR Diurno/Noturno,Concreto,2700,45,110.0
SBSN,Publico,MAESTRO WILSON FONSECA,SANTARÉM,PA,-2.424722222222222,-54.78583333333333,12.166624460860326,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2400,45,100.0
SBSP,Publico,CONGONHAS,SÃO PAULO,SP,-23.62611111111111,-46.656388888888884,10.834278438119052,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1940,45,170.0
SBSR,Publico,PROFESSOR ERIBERTO MANOEL REINO,SÃO JOSÉ DO RIO PRETO,SP,-20.816111111111113,-49.40472222222222,7.841840676819269,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1640,35,70.0
SBSV,Publico,DEPUTADO LUÍS EDUARDO MAGALHÃES,SALVADOR,BA,-12.908611111111112,-38.322500000000005,10.447899701806689,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,3003,45,100.0
SBTB,Publico,TROMBETAS,TROMBETAS,PA,-1.4844444444444445,-56.399166666666666,13.813479061440827,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1600,30,90.0
SBTD,Publico,LUIZ DALCANALE FILHO,TOLEDO,PR,-24.685277777777777,-53.69638888888888,12.681286379086112,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1670,30,20.0
SBTE,Publico,SENADOR PETRÔNIO PORTELLA,TERESINA,PI,-5.060555555555555,-42.824444444444445,9.918891518240196,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2200,45,20.0
SBTF,Publico,TEFÉ,TEFÉ,AM,-3.3802777777777777,-64.72527777777778,18.630886844129705,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2200,45,150.0
SBTG,Publico,TRÊS LAGOAS,TRÊS LAGOAS,MS,-20.75138888888889,-51.680277777777775,8.279718983795119,VFR Diurno/Noturno,Asfalto,2000,30,70.0
SBTK,Publico,TARAUACÁ,TARAUACÁ,AC,-8.154722222222222,-70.78277777777778,22.53972276310546,VFR Diurno,Asfalto,1130,14,140.0
SSTE,Publico,TORRES,TORRES,RS,-29.41,-49.81027777777778,16.44294006116115,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1500,30,50.0
SBTT,Publico,TABATINGA,TABATINGA,AM,-4.250555555555556,-69.93777777777778,22.904750470935117,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2150,45,120.0
SBTU,Publico,TUCURUÍ,TUCURUÍ,PA,-3.776944444444444,-49.719722222222224,9.271824312412683,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2000,45,20.0
SBUA,Publico,SÃO GABRIEL DA CACHOEIRA,SÃO GABRIEL DA CACHOEIRA,AM,-0.14805555555555555,-66.98583333333333,22.29325144591663,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2600,45,50.0
SBUF,Publico,PAULO AFONSO,PAULO AFONSO,BA,-9.401111111111112,-38.25111111111111,11.117509824207854,VFR Diurno/Noturno,Asfalto,1800,45,140.0
SBUG,Publico,RUBEM BERTA,URUGUAIANA,RS,-29.783333333333335,-57.036944444444444,18.708892223360223,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,1500,30,90.0
SBUL,Publico,TEN CEL AVIADOR CÉSAR BOMBONATO,UBERLÂNDIA,MG,-18.88361111111111,-48.22527777777778,5.908773308071046,VFR Diurno/Noturno e IFR Diurno/Noturno,Asfalto,2100,45,40.0
